Chemoeffectors,Response,SMILES,Iso_SMILES,RDKit_Mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
L-malic acid,none,C(C(C(=O)O)O)C(=O)O,C([C@@H](C(=O)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99380>,9.721435185185186,9.721435185185186,0.7546296296296298,-1.7893518518518519,0.45533988255843144,12.555555555555555,134.087,128.039,134.021523292,52,0,0.33263479541275126,-0.48114714652829127,0.48114714652829127,0.33263479541275126,1.3333333333333333,1.7777777777777777,1.8888888888888888,16.404467388022184,10.253331092668171,2.156029931820568,-1.9741835636829788,1.890043732707947,-2.2214248270261385,5.787164321470288,-0.15249412360944214,1.634374150092862,3.632432151939845,120.0,7.439157588755425,4.4425944178037735,4.4425944178037735,4.036581260209188,2.164137591362932,2.164137591362932,1.4518981323847182,1.4518981323847182,0.6530296726236511,0.6530296726236511,0.25271305492224383,0.25271305492224383,-1.1,60.47184355343589,7.8999999999999995,3.032306526953668,3.479710144927536,50.539822827694934,15.319582184522117,0.0,6.103966387748303,0.0,0.0,11.938610575903699,4.794537184071822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,24.90865655266576,11.938610575903699,0.0,0.0,0.0,12.524788010674312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.362159148174115,9.589074368143644,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,94.83,24.46339858657801,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,19.41226851851852,24.143472222222222,0.0,-2.845092592592592,0.0,-2.543981481481482,0.0,0.0,0.5,9,3,5,0,0,0,0,0,0,0,1,0,3,3,5,0,3,0,0,0,0,0,2.6616912847704417,0,-1.0934000000000001,25.895399999999995,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-cystathionine,none,C(CSCC(C(=O)O)N)C(C(=O)O)N,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D993F0>,10.282509815654658,10.282509815654658,0.2655479969765686,-1.0555249538086844,0.4039377413298303,14.714285714285714,222.266,208.15399999999997,222.067427928,82,0,0.3208321307732309,-0.4800860693306415,0.4800860693306415,0.3208321307732309,1.1428571428571428,1.6428571428571428,2.0714285714285716,32.16649140575835,10.242174265282115,2.13073862877004,-2.072079133436669,2.0512235234035185,-2.3320891097278986,7.988618873634886,-0.1388228190078243,2.1056915081324794,3.4681793958511196,166.2149912200411,11.137828201504695,7.549893482709653,8.366390063637379,6.447264862732148,3.993325671937466,5.148026210316717,2.7530515722913034,3.902881486552362,1.5049972543449286,2.624193666127316,0.6153643383850333,1.5991424400837613,-0.79,819.1139966635345,13.209999999999999,6.632365644941887,5.787205989775367,85.64330683807943,21.68038974400578,12.083681658295921,0.0,0.0,0.0,11.938610575903699,9.589074368143644,0.0,11.761884949391115,0.0,0.0,12.1736752296728,5.752853606746789,0.0,19.802129157825057,23.700495525294812,0.0,0.0,11.46733495432437,18.504503281221933,11.505707213493578,0.0,0.0,0.0,11.46733495432437,0.0,0.0,11.761884949391115,45.7410542373746,9.589074368143644,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,126.63999999999999,24.022292234199618,9.589074368143644,0.0,5.752853606746789,12.1736752296728,0.0,11.761884949391115,0.0,0.0,0.0,21.68038974400578,0.0,1.2862499999999997,20.560945557235243,16.84727429243302,10.457933043587806,-1.3435111699000581,-1.7874026832955408,0.31184429327286467,0.0,0.0,0.7142857142857143,14,6,6,0,0,0,0,0,0,0,2,0,5,4,7,0,7,0,0,0,0,0,6.25811072640588,0,-1.066499999999998,53.16440000000001,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chlorflurenol,none,C1=CC=C2C(=C1)C3=C(C2(C(=O)O)O)C=C(C=C3)Cl,C1=CC=C2C(=C1)C3=C(C2(C(=O)O)O)C=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99460>,11.467020030234316,11.467020030234316,0.3228703703703708,-2.017037037037037,0.8287293397170179,20.333333333333332,260.676,251.60399999999996,260.024021828,90,0,0.34480380121720705,-0.47858199071313234,0.47858199071313234,0.34480380121720705,1.0555555555555556,1.7222222222222223,2.4444444444444446,35.49569125669943,9.916245842454966,2.4761371896907067,-2.197335002418927,2.4764851964469115,-2.3415256432947507,6.304602873298551,-0.15417617110844029,2.613333151723946,2.4240526612180435,648.8379283882535,12.913849083443589,9.222091838800388,9.978020784818844,8.547565954136495,5.405704118138714,5.783668591147942,4.251052269739187,4.687488050211172,3.2879387292491886,3.5230358320369275,2.4596495695600953,2.6317525935129624,-1.8399999999999994,17143.465475309087,11.261806749597316,3.574791105691883,1.2575257955261496,108.26580623214245,10.213054789681411,0.0,0.0,5.601050810983688,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,41.932775232540564,23.259637120317212,16.149536297135317,0.0,15.007591973753234,17.570245178184365,0.0,0.0,0.0,5.601050810983688,0.0,58.614105776366586,0.0,11.126902983393991,0.0,0.0,0.0,11.600939890232516,16.182360077633263,10.39558799505551,0.0,11.126902983393991,42.46456947923127,5.022633313741326,11.126902983393991,0.0,57.53,11.570356098935537,15.007591973753234,0.0,0.0,21.712987788832315,5.563451491696996,6.06636706846161,30.33183534230805,6.06636706846161,0.0,11.600939890232516,0.0,5.894171390778533,11.467020030234316,20.30690460443437,0.1287345679012355,-1.2954012345679005,11.859681752330562,0.0,0.0,0.0,0.07142857142857142,18,2,3,1,0,1,0,2,0,2,1,0,2,2,4,0,1,0,0,0,0,1,2.2365892556934055,3,2.6409000000000002,67.52260000000003,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-2-nitrophenylsulfenyl-L-leucine,none,CC(C)CC(C(=O)O)NSC1=CC=CC=C1[N+](=O)[O-],CC(C)C[C@@H](C(=O)O)NSC1=CC=CC=C1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D994D0>,11.065321082136558,11.065321082136558,0.033624338624338224,-0.9585331632653056,0.45409650699431864,12.368421052631579,284.33700000000005,268.20899999999995,284.08307799199997,104,0,0.3210739868351584,-0.4800578251070184,0.4800578251070184,0.3210739868351584,1.4736842105263157,2.1052631578947367,2.6315789473684212,32.17198918547646,10.05258500711227,2.2048635474422973,-2.1505686322905233,2.2689077359651058,-2.33002180701458,7.971958340862773,-0.38732485914223097,2.335151852489963,2.74078449388215,437.1064618723235,14.41384908344359,10.698628749179672,11.515125330107399,8.913591357920934,5.800632060552093,6.61712864147982,4.465120318111966,5.34477312936686,2.378296923996895,3.3458000404760413,1.4996579765993299,2.359680911268707,-1.5999999999999999,12350.618147819414,15.457471264367815,7.103192344217984,4.879338842975206,115.03813710021798,5.106527394840706,10.937324304665736,0.0,0.0,5.687386274683562,5.969305287951849,14.908855452837393,4.722094864452088,0.0,0.0,25.980208536304467,30.353017703930206,6.06636706846161,4.923311048817671,14.824375627730198,23.604614529016608,0.0,4.722094864452088,5.917906046161393,31.205620326972994,0.0,34.37978654261201,0.0,0.0,4.722094864452088,5.687386274683562,0.0,11.947922966381196,22.040984560758186,4.794537184071822,16.032224314926967,20.268296022307258,29.160951749364212,0.0,0.0,0.0,92.47,16.93445716591748,14.908855452837393,0.0,11.605292320844956,11.316305098443785,11.947922966381196,6.06636706846161,18.19910120538483,13.847474399381248,4.722094864452088,5.106527394840706,2.7747685185185187,0.981296296296296,21.812726468673887,19.895129151969428,-0.033624338624338224,-0.736348733938019,5.497052495380868,0.4612743291761148,3.847725812547241,0.0,0.4166666666666667,19,2,6,0,0,0,0,1,0,1,1,0,5,2,7,0,7,0,0,0,0,0,5.778810081369839,1,2.690800000000001,72.96790000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glycyl-D-valine,none,CC(C)C(C(=O)O)NC(=O)CN,CC(C)[C@H](C(=O)O)NC(=O)CN,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99540>,10.731666666666667,10.731666666666667,0.14074074074074105,-1.03537037037037,0.5183617868000218,12.666666666666666,174.19999999999996,160.088,174.100442308,70,0,0.32596613796913987,-0.4797098166561519,0.4797098166561519,0.32596613796913987,1.5,2.0,2.25,16.368338082601174,10.050805496787444,2.2181587069173925,-2.1641811249356624,2.0019638166837153,-2.4601355604178865,5.84132721294297,-0.14241718171347156,1.978896306591296,4.141657487850216,162.8771237954945,9.723614639131599,7.202867765183109,7.202867765183109,5.4852696651929325,3.70904091017319,3.70904091017319,2.831563552215246,2.831563552215246,1.4346040958424868,1.4346040958424868,0.7459239123496106,0.7459239123496106,-1.1,296.83444598869437,10.900000000000002,4.712330989724177,3.337834264767743,70.93593454711349,16.156983476009223,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,13.847474399381248,5.917906046161393,0.0,6.544756405912575,14.69560176298435,11.876485017303356,0.0,5.316788604006331,11.651573523323577,19.88931522852921,6.544756405912575,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,29.569609647204597,9.589074368143644,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,92.42,17.918325846451314,9.589074368143644,0.0,12.462662452073968,0.0,0.0,0.0,13.847474399381248,0.0,5.316788604006331,10.84019487200289,0.0,0.0,21.268493008314437,10.93461262282691,5.0156566515495085,-1.6241666666666663,-0.8462499999999997,0.0,3.2516543839758123,0.0,0.7142857142857143,12,4,5,0,0,0,1,0,0,0,1,0,3,3,5,0,4,0,0,0,0,0,4.280367315666129,0,-0.8294999999999981,43.4589,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-aminoethyl hydrogen sulfate,none,C(COS(=O)(=O)O)N,C(COS(=O)(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D995B0>,9.667916666666667,9.667916666666667,0.06923611111111105,-4.266273148148147,0.4798797734552185,11.75,141.14799999999997,134.09199999999998,141.009578704,50,0,0.3968955510619033,-0.32820469797944,0.3968955510619033,0.32820469797944,1.625,2.125,2.25,32.2518119844882,10.759509032517604,1.996019814002554,-1.922014187187533,1.8077365945216168,-2.1222626538148814,7.80439449404316,0.27564083000642736,1.5920001314822056,3.420929328779777,124.11730005192324,6.621320343559643,4.071770588918131,4.888267169845857,3.5606601717798214,1.8794976108937314,3.244645982563842,1.038381353006413,2.12954549936575,0.3501141360655019,0.8146401478009898,0.1534217038014425,0.46026511140432735,-0.17000000000000004,36.61600302409073,7.830000000000001,2.9773946663349102,5.83,47.3952689548444,5.733667477162185,0.0,0.0,0.0,0.0,10.399000581649606,4.552749873690364,4.183085432649707,8.417796984328938,0.0,0.0,0.0,6.544756405912575,6.606881964512918,17.15363229066901,10.399000581649606,0.0,0.0,5.733667477162185,0.0,13.151638370425493,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,26.122185228444792,14.582086014299314,0.0,0.0,0.0,0.0,0.0,0.0,89.62,10.399000581649606,8.417796984328938,0.0,13.151638370425493,0.0,0.0,0.0,0.0,0.0,4.183085432649707,10.286417350852549,30.960277777777776,0.0,0.0,0.0,4.835138888888888,0.0,0.0,0.0,-0.11247685185185174,-4.266273148148147,1.0,8,3,5,0,0,0,0,0,0,0,0,0,4,2,6,0,3,0,0,0,0,0,2.9141250296752936,0,-1.2354999999999994,26.554999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(2-hydroxy-1-naphthylmethyleneamino)benzoic acid,none,C1=CC=C2C(=C1)C=CC(=C2C=NC3=CC=CC=C3C(=O)O)O,C1=CC=C2C(=C1)C=CC(=C2C=NC3=CC=CC=C3C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99620>,11.189126756814346,11.189126756814346,0.10671863189720354,-1.032507716049383,0.7166174016153732,11.090909090909092,291.306,278.202,291.089543276,108,0,0.33739273234129064,-0.507251124897246,0.507251124897246,0.33739273234129064,0.9545454545454546,1.6818181818181819,2.5,16.365730639990257,10.042122903932928,2.0842781869203044,-2.049431738600767,2.2652655077856934,-1.9582076098560057,6.034807490671847,0.06975906649040234,2.5389107741553842,2.108914835731908,866.0956353908967,15.526733258565955,11.600742038049624,11.600742038049624,10.66470379794645,6.737202703726053,6.737202703726053,4.799999840213018,4.799999840213018,3.414868414497593,3.414868414497593,2.3209295442752556,2.3209295442752556,-3.1399999999999997,130659.96517035854,13.825345374220134,5.693993779409964,2.5401959055059247,126.54535817638536,10.213054789681411,5.749511833283905,0.0,0.0,0.0,5.969305287951849,4.992404732635669,4.794537184071822,0.0,0.0,42.46456947923127,28.97154963431442,11.778052071232313,11.250837766380558,15.007591973753234,28.643740571100317,0.0,0.0,4.992404732635669,0.0,0.0,71.7905736680101,0.0,5.749511833283905,0.0,5.687386274683562,5.749511833283905,0.0,22.396960657168577,0.0,0.0,15.921440167465814,65.65607541725177,0.0,10.772448428929591,0.0,69.89,5.969305287951849,9.901064578912528,0.0,11.3129633249809,11.250837766380558,10.772448428929591,12.280967647996928,24.26546827384644,30.33183534230805,4.992404732635669,5.106527394840706,0.0,0.0,15.431942327487059,21.06351362305457,1.0408356428991359,-0.9257890841521794,17.55671971293364,1.4994444444444444,0.0,0.0,0.0,22,2,4,0,0,0,0,3,0,3,0,0,3,2,4,0,3,0,0,0,0,0,3.57824684359108,3,3.9942000000000024,86.26810000000005,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(4-(methylsulfonyl)phenyl)acetic acid,none,CS(=O)(=O)C1=CC=C(C=C1)CC(=O)O,CS(=O)(=O)C1=CC=C(C=C1)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99690>,11.050053539934492,11.050053539934492,0.09321239606953902,-3.19547973356009,0.804216654506093,11.214285714285714,214.242,204.16199999999998,214.0299798,76,0,0.30731476993405477,-0.48098617329482773,0.48098617329482773,0.30731476993405477,1.2857142857142858,1.7857142857142858,2.142857142857143,32.22774533803881,10.151831679406964,2.064762310250373,-1.9927369749193824,2.0997251085370023,-2.010262655054498,7.903025715091839,-0.13572811113164787,2.0179840869817123,2.9518962471793166,413.611044134908,10.767584713501618,7.596714615300462,8.413211196228188,6.392865415757244,3.9019106982435057,5.79332223630176,2.9866313163552785,5.002366891098125,1.7068540905201237,2.8353243177468137,1.0291191438304061,1.6595896565164914,-1.36,928.2726800115877,10.719113924050632,3.7926644439941795,2.84579675440697,82.10738369671317,5.106527394840706,0.0,9.837253136417502,0.0,0.0,5.969305287951849,4.794537184071822,8.417796984328938,0.0,0.0,12.13273413692322,17.696185628620217,6.255769183511404,11.316305098443785,18.318861563241462,15.806558424369351,0.0,0.0,0.0,11.316305098443785,6.255769183511404,29.828919765543436,0.0,0.0,0.0,0.0,0.0,0.0,25.749398850632893,21.052611943415332,0.0,5.563451491696996,29.160951749364212,0.0,0.0,0.0,71.44,15.806558424369351,13.212334168400758,0.0,11.316305098443785,5.563451491696996,6.255769183511404,24.26546827384644,0.0,0.0,0.0,5.106527394840706,22.100107079868984,0.0,10.532882141282439,8.477831593285462,0.5878703703703705,-0.933235544217687,5.829583333333334,1.0171074263038549,0.0,-3.19547973356009,0.2222222222222222,14,1,4,0,0,0,0,1,0,1,0,0,3,1,5,0,3,0,0,0,0,0,2.903857303633554,1,0.7172000000000001,50.891600000000025,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1-(2-nitro-phenylazo)-naphthalen-2-ol,none,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=C3[N+](=O)[O-])O,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=C3[N+](=O)[O-])O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99700>,10.966904534592125,10.966904534592125,0.026820200302343,-0.516556594860166,0.4242008069035419,11.090909090909092,293.28200000000004,282.19399999999996,293.08004121199997,108,0,0.296217702588588,-0.5055931439187965,0.5055931439187965,0.296217702588588,0.9090909090909091,1.6363636363636365,2.4545454545454546,16.628460295371948,10.091052566637337,2.12159162982368,-2.031310601182262,2.366256970670635,-1.8657528081719563,5.946893117934745,-0.38361792150171464,2.5389107741553842,2.108914835731908,866.0956353908967,15.526733258565955,11.37885365482382,11.37885365482382,10.66470379794645,6.524959703572239,6.524959703572239,4.600255110748752,4.600255110748752,3.215454754220895,3.215454754220895,2.155696438126116,2.155696438126116,-3.28,130659.96517035854,13.691586589347207,5.6083957764618715,2.491872503193982,125.06414917648112,5.106527394840706,11.436898107967467,5.687386274683562,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,10.228500251258795,42.46456947923127,17.518958351388015,11.452591282926406,4.923311048817671,10.029838443658377,27.834607252980277,0.0,0.0,10.228500251258795,0.0,0.0,70.77798895338167,0.0,5.749511833283905,0.0,17.062158824050687,5.749511833283905,0.0,10.029838443658377,0.0,10.114318268765572,0.0,70.8921709358749,0.0,10.772448428929591,0.0,88.09,4.923311048817671,15.220845663606278,0.0,22.81167065733459,0.0,10.772448428929591,18.19910120538483,18.19910120538483,24.26546827384644,10.228500251258795,0.0,0.0,0.0,10.450347939731959,30.520598790072093,0.29357562778197743,-0.026820200302343,16.76229784271631,0.0,0.0,0.0,0.0,22,1,6,0,0,0,0,3,0,3,0,0,5,1,6,0,3,0,0,0,0,0,3.4903562000344035,3,4.869000000000003,82.88520000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,2'-dinitrobibenzyl",none,C1=CC=C(C(=C1)CCC2=CC=CC=C2[N+](=O)[O-])[N+](=O)[O-],C1=CC=C(C(=C1)CCC2=CC=CC=C2[N+](=O)[O-])[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D99770>,10.905579648526077,10.905579648526077,0.047300170068027336,-0.4357744394053915,0.6168982603330911,10.2,272.26000000000005,260.164,272.079706864,102,0,0.2720863468945304,-0.2583007856130038,0.2720863468945304,0.2583007856130038,0.7,1.05,1.4,16.631768575447914,10.017299911561137,2.154080914365283,-2.038256197378811,2.2290601379560187,-1.9990692441201292,5.430819798917988,-0.3857110414972682,2.4513144459864935,2.217230744425393,574.4914995577617,14.535169427003233,10.560436068745473,10.560436068745473,9.592224152875016,6.03931765840598,6.03931765840598,4.271644233500168,4.271644233500168,3.0403011647991667,3.0403011647991667,2.0700282154390983,2.0700282154390983,-2.7600000000000002,34399.295620528464,13.666573561095719,5.920757281602166,2.9731367104039785,114.5243329993538,0.0,0.0,0.0,0.0,11.374772549367124,0.0,20.228636537531145,0.0,0.0,0.0,36.39820241076966,12.841643245852019,23.259637120317212,9.846622097635342,9.846622097635342,11.374772549367124,0.0,0.0,0.0,12.841643245852019,0.0,79.88647606861801,0.0,0.0,0.0,11.374772549367124,0.0,0.0,9.846622097635342,12.841643245852019,20.228636537531145,11.126902983393991,48.53093654769288,0.0,0.0,0.0,86.28,9.846622097635342,20.228636537531145,0.0,11.374772549367124,23.96854622924601,0.0,12.13273413692322,36.39820241076966,0.0,0.0,0.0,0.0,0.0,20.939610418241372,21.811159297052154,1.2532133408919133,0.0,12.88092435122197,0.781759259259259,0.0,0.0,0.14285714285714285,20,0,6,0,0,0,0,2,0,2,0,0,4,0,6,0,5,0,0,0,0,0,4.045823246320456,2,3.2882000000000016,73.6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
